class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
pos,210474,,824,564,0,0,16462,221266,1000076,4388302,7940906,3818380,600880,22752,3076,0,6522900,1502,0,0,1719876,2583584,12857902,12666542,3633348,1638016,10,0,0,0,3284,1292,0,0,0,0,0,0,2785116,9450948,5734526,41510,10422,9316,10518,25168,1736304,16220340,26,6,0,0,7112960,4834020,1867726,1160954,687700,465430,384142,494848,782744,221576,18211318,3120,12196,31340,0,6522900,213876,939966,2688578,354760,269180,214240,280600,334420,272700,300840,266840,21040,210474.96,18211318,18211318,18198546,98343,25756,448,58240,18012100,1209600,289510,44,1606,0,10995827.52,890160.0,6116090.88,374,1278,464264,2326388,6114990,6620238,2135472,327320,21194,2030,198,6,686,704,18211318,,4992,712,2688674,3953648,8079048,3275250,9776,0,0,0,1090,2212,10142070,5123898,0,90676,0,0,11067008,11344,336,5720,853508,0,43110,0,0,0,0,135594,94700,25472,14546406,2320916,326732,44390,2444520,499176,11160504,27144,0,0,17604360,1539.58,1834,7068488,1139702,1337652,980544,2129998,1658436,3384074,309734,3472,0,0,0
neg,2296,,234,216,0,0,0,0,0,0,198,13220,49276,78096,62,0,57818,0,0,0,0,0,146642,130244,49404,9828,0,0,0,0,226,80,0,0,0,0,0,6760,96208,11606,26278,0,560,116,164,1048,97102,41860,2,0,0,0,64218,47788,15420,8046,3776,746,530,328,0,0,196122,136,606,32,0,57818,1634,38162,11184,,,,,,,,,56080,2295.06,196122,196122,204020,558,0,19922,202640,140852,1209600,3756,4,8,0,122057.28,0,18630.72,0,0,0,0,0,9282,32906,78228,19208,926,302,0,20,26,196122,,586,66,368,6286,4766,36222,89624,2914,20,0,392,224,123764,69720,0,428,0,24,123766,190,78,0,0,0,0,0,0,0,0,1026,868,514,0,0,3060,484,433880,43472,0,0,0,0,1295100,425.76,180,19842,15706,12162,5906,11358,73552,2078,234,14,0,0,0
pos,942320,,,,,,0,0,0,530,91270,19390598,47230154,9033404,129644,2894,31292312,313486,2100,,1428,1926,60988510,49340124,22869774,9620350,,0,189114,0,,,27288,21428,391176,5928442,5756970,15936164,15525502,32113738,177786,0,128558,73118,110684,2417010,18877996,53646572,624538,18,0,0,28162448,15229472,10242352,7821880,6150096,4854994,2886392,528680,2180,0,83872044,,,,,31292312,1027540,12547710,10274290,536260,470780,384200,252040,299780,311660,347960,350640,178400,942319.22,83872044,83872044,82394228,439575,,,251060,75878494,1209600,,,,,68437391.04,0.0,7399850.88,0,0,0,0,12466,5068230,37880888,29333476,3061304,443346,75080,3704,,,83872044,,71936,15666,3836202,2646262,10917418,51307888,6920724,162384,14,0,,,,,,,,,,,,,,,,,,,,686910,,,,,,,,,,,,,,25760.86,37708,7696756,25009840,16652818,5451018,11149314,6916536,2534166,293462,174222,362,,
neg,60002,,1004,774,0,0,0,0,0,60,66572,1481744,2196602,141982,14948,1486,2088894,0,0,0,0,0,3516908,3128106,519454,309884,0,0,0,0,1536,424,0,0,0,0,0,359716,3524698,5768,13212,0,2928,1738,1904,592968,2901148,402678,30,0,0,0,1261440,776670,247444,200514,173602,173734,213988,560230,285882,9890,4037160,366,546,476,4,2088894,47748,255990,261680,148000,141880,174480,,,,,,46380,60001.71,4037160,4037160,4034656,32500,1072,34026,399240,3903394,1209600,128228,0,138,0,3629402.88,0.0,270228.48,0,0,0,0,2958,165588,1749834,1769838,185016,23270,6324,566,38,44,4037160,,6378,960,41986,142490,80256,2109820,1487652,33378,474,0,1264,1334,3588134,113722,90,22784,0,0,3666776,2522,398,0,0,0,0,0,0,0,0,26756,98722,13696,0,0,129186,18904,175120,26656,2474138,26440,0,0,1101480,1812.88,2022,289978,834714,631586,357522,793740,548796,261504,104382,80572,600,0,0
neg,6,0,0,0,0,0,0,0,0,0,10,822,2440,0,0,0,910,0,60,0,0,0,8890,7708,8084,26,0,0,0,0,10,12,0,0,0,0,0,0,0,0,3272,0,1030,4,0,20,6,1430,782,0,0,0,2240,114,62,66,198,458,54,36,44,0,16980,0,4,2,0,910,76,7188,824,,,,,,,,,7960,6.35,16980,16980,17844,22,644,1628,16880,3290,1209600,112,0,4,0,948.48,0.0,1344.0,0,8,0,0,0,618,1604,1044,6,0,0,0,2,10,16980,0,1028,8,4,2,648,10,1134,242,196,0,0,22,544,104,0,0,0,0,1180,16,60,0,0,0,0,0,0,0,0,88,0,0,130,16,14,8,980,848,0,12,0,0,0,73.88,24,2438,630,32,12,42,30,32,56,0,0,0,0
neg,30830,,2130706438,518,0,0,0,0,0,0,180,160144,1311518,912346,79544,13140,1076632,0,0,0,0,0,2104212,1740780,458112,330076,0,0,0,0,1690,84,0,0,0,0,0,9116,555382,1685648,226726,0,1126,842,3440,86288,1563916,821102,158,0,0,0,855288,582172,229996,158424,130256,121368,152518,243694,3156,0,2562636,24,252,24,32,1076632,31462,150316,305300,229100,199000,,,,,,,26440,30830.94,2562636,2562636,2563992,17024,284,11658,139540,2476872,1209600,81472,2,80,0,1994037.12,0.0,481188.48,0,0,0,0,0,33356,580700,1389568,454054,16528,2516,150,4,8,2562636,,2938,354,67946,243960,153708,1607786,390206,9694,280,0,858,380,1866770,13000,0,78,0,16,2017232,1994,126,0,0,0,0,0,0,0,0,18038,18948,9148,0,0,47998,11440,10993360,1110050,0,0,0,0,830950,693.76,784,494264,661172,294106,130608,246510,209500,221176,132794,86468,274,0,0
neg,17510,,216,210,0,0,0,0,0,0,29436,361034,619490,37728,506,0,482860,0,0,0,0,0,978408,874896,123476,78892,0,0,0,0,254,106,0,0,0,0,0,42796,614660,334516,56222,0,678,224,368,6702,653312,375576,11334,0,0,0,300148,271450,112604,94638,86148,82282,93958,6966,0,0,1102116,0,268,726,0,482860,10788,59048,63914,,,,,,,,,121160,17509.36,1102116,1102116,1100318,4996,902,108514,1099420,1048194,1209600,29974,2,54,0,921867.84,0,125045.76,0,0,0,0,0,84874,432488,468216,53992,6366,2044,214,284,290,1102116,,1546,206,1008,81218,32460,632668,296704,2384,0,0,394,332,921252,100172,0,9356,0,14,935480,884,112,0,0,0,0,0,0,0,0,5770,12180,2366,0,0,32936,5832,17900,1948,0,0,0,0,272040,449.8,518,136398,147290,128952,52900,121984,153576,109200,69294,102214,26386,0,0
neg,40004,,700,538,0,0,0,0,0,0,40406,953930,1730216,376306,26782,596,1420318,0,0,0,734,1166,2614468,2027898,700074,487888,0,0,0,0,3730,640,0,0,0,0,0,245692,1936124,465612,480808,0,3276,1152,1782,28524,2041576,1050204,1722,0,0,0,1251278,615600,162180,110202,86472,79208,110668,638440,73976,212,3316334,120,130,590,8,1420318,55132,311410,387136,249440,257720,,,,,,,183720,40003.36,3316334,3316334,3302540,23354,11930,82106,886440,3128236,1209600,137948,0,218,0,2539922.88,0,584464.32,0,0,0,0,1794,90152,985346,1596636,418590,29258,6148,312,678,746,3316334,,5996,814,2272,141418,355902,1535238,1047512,38726,358,0,928,1832,2483160,55308,22,110042,0,0,2578720,4462,358,0,0,0,0,0,0,0,0,33028,45064,7454,0,0,120602,18884,163260,62332,0,0,0,0,265240,1888.12,2084,613694,780104,466230,195692,330562,232730,154976,103084,223298,27866,0,0
neg,60700,,1666,1518,0,0,0,0,0,0,9600,448806,2521482,1500650,124768,10672,2040960,12208,0,0,0,0,3836662,3074436,1075720,638746,0,0,5570,0,5596,772,0,0,0,0,0,0,2403522,2203208,9248,0,5778,2874,3574,255988,3349090,987904,10770,0,0,0,1387408,1175310,427178,313632,250392,224120,331478,504072,2388,0,4913414,18,20,218,8,2040960,55700,408450,660744,242140,289260,231100,279320,,,,,21480,60700.97,4913414,4913414,4849872,32080,4022,115384,63640,4615978,1209600,130484,2,186,0,3861152.64,0.0,749952.0,0,0,0,0,1612,127058,1157374,2223140,1011210,82088,12308,1188,4,10,4913414,,9222,1294,134134,252904,267220,2793730,1098092,58986,396,0,1946,2374,2670774,74890,0,2756,0,16,3911080,4942,190,0,0,0,0,0,0,0,0,36272,84934,19366,0,0,99042,13422,22717480,2381350,4479180,1682,0,0,1232920,2352.56,2534,775236,988696,703594,371838,880310,609712,198976,57634,29980,2,0,0
neg,2992,,92,48,0,0,0,0,0,6646,124680,54088,2056,0,0,0,78514,0,0,0,12106,20462,156260,147480,47080,9508,0,0,0,0,50,14,0,0,0,0,0,0,396,119534,67540,0,1440,626,498,770,4036,180088,12,0,0,0,53796,48464,44164,23228,8956,4104,2278,1706,720,54,215558,76,126,54,0,78514,1752,20144,26438,,,,,,,,,46020,2992.2,215558,215558,211832,1064,0,20788,214520,187470,1209600,3124,0,26,0,145277.76,0,41042.88,12,74,0,8042,71692,99270,6734,1432,248,52,0,0,6,12,215558,,1178,42,8660,4254,16060,155708,1568,0,0,0,104,34,145966,65900,0,20,0,0,149380,334,264,0,0,0,0,0,0,0,0,1540,382,106,127632,18440,2672,454,260,26,209312,736,0,0,1992280,151.92,184,43200,18594,6778,3642,8336,12846,45190,48700,184,0,0,0
neg,10,,16,10,0,0,0,0,0,0,26,3144,1780,0,0,0,1700,0,0,0,0,0,4638,3504,16674,152,0,0,0,0,8,6,0,0,0,0,0,0,0,0,4950,0,1786,12,12,14,82,3044,0,0,0,0,2898,594,102,434,44,48,98,574,112,46,21318,0,0,6,0,1700,104,15588,1080,,,,,,,,,16580,10.64,21318,21318,23364,26,0,2072,21220,4950,1209600,226,0,6,0,1474.56,0.0,1697.28,0,16,0,0,0,1680,1882,770,618,0,0,0,8,12,21318,,1772,10,14,8,594,980,1430,142,0,0,24,12,1484,72,0,0,0,0,1712,28,28,0,0,0,0,0,0,0,0,80,0,0,542,88,58,22,80,8,1926,12,0,0,0,141.9,34,3544,1122,156,40,50,14,14,10,0,0,0,0
neg,22,,4,2,0,0,0,0,0,0,1290,7042,1290,0,0,0,3558,0,362,0,110,236,16258,12962,27648,570,0,0,0,0,4,0,0,0,0,0,0,0,0,2598,7024,0,898,46,90,102,1158,7328,0,0,0,0,7936,754,116,242,92,44,78,296,36,28,44044,0,4,2,0,3558,270,24616,3016,,,,,,,,,27380,21.72,44044,44044,46236,23,0,4262,43740,9622,1209600,392,0,10,0,3336.96,0.0,5403.84,0,16,0,0,428,6908,1302,658,326,0,0,0,0,4,44044,,890,16,28,26,74,3062,5150,376,0,0,0,0,3116,176,0,0,0,0,3680,116,48,0,0,0,0,0,0,0,0,244,0,0,66,38,42,34,0,0,0,22,0,0,0,127.34,58,6650,2358,332,50,62,44,18,108,0,0,0,0
neg,72,0,0,14,0,0,0,0,0,0,12,7954,7050,0,0,0,5336,0,0,0,0,0,14090,10074,14816,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15016,0,106,34,46,1438,532,3522,9338,0,0,0,11650,1296,364,428,156,744,184,190,2,2,28932,0,0,0,0,5336,350,11468,3310,,,,,,,,,14480,72.7,28932,28932,37666,70,0,2692,28620,15102,1209600,0,2,4,0,8445.12,17.28,4824.96,0,14,0,0,0,3310,8968,2492,246,0,0,0,0,0,28932,0,1834,10,30,300,1874,9986,980,2,0,0,8,132,9004,194,0,0,0,0,9260,0,2,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,76,7146,5286,1034,256,624,234,148,288,0,0,0,0
pos,391232,,0,,0,0,0,0,0,16060,1440448,11296076,12653830,1600216,7044,0,13114812,3352,0,0,16656,34216,23550804,20207260,5428178,2648072,0,0,0,0,0,0,0,0,0,0,0,1445866,13494078,8178814,3894916,0,31272,22794,33422,68566,5020996,21767214,69364,36,10,0,10976996,3465788,1908896,1785732,2038234,2453886,2974082,1397032,13028,0,29002938,1252,2246,1554,3874,13114812,391412,2865512,2534932,207420,197160,198100,227920,238560,214740,203540,196980,195840,391231.11,29002938,29002938,28474512,176951,2526204,61804,1097360,27013674,1209600,0,,,,24243192.0,0.0,2735322.24,0,0,0,0,326714,5806278,13394866,6674342,685104,107684,18238,448,,0,29002938,,27902,6490,1287182,1097726,2609064,20919946,1042094,23270,0,0,,,,,,,,,,24372,1232,0,0,0,0,0,0,0,0,231968,469848,89978,0,0,1208602,154900,49432920,5865746,0,0,0,0,201098730,14322.08,16316,2922640,5570832,5101874,2581406,4567980,3368454,1950574,704330,245478,106,0,0
neg,680,0,14,,0,0,0,0,0,1032,9376,38566,7498,0,0,0,23026,0,302,0,1348,2832,68976,61854,23562,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,174,56298,0,1420,80,122,178,1014,43562,8408,1688,0,0,26458,18398,6144,2200,1366,590,600,364,96,256,93958,20,0,0,0,23026,702,16142,7076,,,,,,,,,22800,679.3,93958,93958,91954,216,5856,9044,93160,56598,1209600,0,,,,34141.44,8622.72,12675.84,0,48,0,824,4212,16232,20918,11636,2586,64,0,0,,0,93958,0,1302,42,1068,5760,4850,12720,29158,1530,42,0,,,,,,,,,,108,100,30,8822,0,0,0,0,0,0,680,108,16,0,0,798,140,136440,17104,0,0,0,0,0,189.48,136,22686,5234,2306,1384,2388,1466,2444,18560,4,0,0,0
neg,37574,,126,118,0,0,0,0,0,0,5904,769954,1243750,139402,1294,0,1021374,0,0,0,0,0,1923522,1621998,412592,246700,0,0,0,0,456,104,0,0,0,0,0,0,495174,1508050,157080,0,2020,308,588,62560,1334624,748208,11996,0,0,0,532290,604348,257668,183744,148154,202402,231698,0,0,0,2336674,0,72,1198,14,1021374,26516,224264,184944,257960,,,,,,,,148940,37574.24,2336674,2336674,2328014,15111,53092,108462,1120940,2160304,1209600,66212,2,28,0,1967027.52,0.0,191287.68,0,0,0,0,0,85270,825794,950422,266236,25758,5816,1008,184,198,2336674,,3540,500,38424,82392,54778,1092718,862178,25478,296,0,180,438,1844110,339162,0,1052,0,26,1988360,1682,298,0,0,0,0,0,0,0,0,16118,21598,5790,0,0,60994,10518,354680,78878,0,0,0,0,0,1604.82,1284,211064,280420,184024,112144,328130,383778,409808,155110,89796,6030,0,0
neg,906,,2130706432,26,0,0,0,0,0,0,52,11860,44204,102,0,0,22254,0,0,0,0,0,52282,46548,9678,3868,0,0,0,0,28,14,0,0,0,0,0,0,37436,3680,15098,0,102,12,30,32,41484,14136,418,0,0,0,23760,25844,4764,1606,176,54,10,0,0,0,61978,0,2,284,0,22254,604,5428,4232,,,,,,,,,9520,906.88,61978,61978,64806,177,0,6084,61860,56234,1209600,1694,2,10,0,50342.4,0.0,5798.4,0,0,0,0,0,5826,43830,6398,108,28,24,0,2,8,61978,,118,18,284,2650,1314,6566,42850,2390,24,0,54,66,50940,29272,0,14,0,30,50994,64,26,0,0,0,0,0,0,0,0,330,190,130,0,0,1096,218,167200,16738,0,0,0,0,0,85.34,46,6590,9740,2476,920,4444,31270,662,30,82,0,0,0
neg,235812,0,2130706432,154,0,0,0,0,0,23318,61726,1960,0,0,0,0,6020126,0,102,0,182420,248956,11600346,11184398,2428038,414800,0,0,0,0,424,704,0,0,0,0,0,0,0,52784,34220,0,54,64,86,114,134,47802,33102,5648,0,0,34154,14834,6996,6808,3450,3978,3224,3850,4622,5088,14212100,3948,12652,7036,36,6020126,65116,1969214,456122,205220,232400,177920,68280,219460,217920,188040,176340,211680,235812.68,14212100,14212100,109276,533,826,81664,890380,12141152,1209600,215198,10,112,0,11364783.36,0.0,765787.2,2,18,0,26,70246,14962,1438,274,48,10,0,0,30,36,14212100,0,92,8,4798,2100,2608,70440,6282,676,0,0,106,1696,11416886,6873536,0,5968,0,0,11431920,5484,216,0,0,0,0,0,0,0,0,39198,43494,16614,18761278,2140670,194776,31724,21578040,2176674,13963490,114622,0,0,83344660,0.28,30,7924,10472,5922,3560,5758,6774,33362,12808,424,0,0,0
neg,32522,,1094,1034,0,0,0,0,0,0,240,5262,2003866,777668,48530,1990,1178086,9312,0,0,0,0,2278812,1766162,689482,450554,0,0,0,0,818,66,0,0,0,0,0,0,781594,2054054,1908,0,3756,1268,6394,32780,1922392,870928,38,0,0,0,1220150,602712,250880,158006,104350,86350,156652,258456,0,0,2968728,8,4,258,58,1178086,45404,256800,427814,298960,271280,,,,,,,113540,32522.19,2968728,2968728,2952860,16772,1114,50302,543000,2837556,1209600,89116,2,56,0,2270218.56,0.0,563437.44,0,0,0,0,0,36,369764,1975758,468528,19014,4180,276,102,106,2968728,,5884,482,183794,367534,432580,1697876,141432,7914,60,0,1750,138,1490778,81152,0,26184,0,10,2301088,2596,168,0,0,0,0,0,0,0,0,26684,28392,7256,0,0,70868,13058,15656380,1696550,0,0,0,0,1176750,902.5,1128,586092,760792,399954,187364,406190,409052,79880,7190,1042,0,0,0
neg,43010,,0,,0,0,0,0,0,0,2364,167772,1894216,761570,87696,3162,1479742,0,0,0,0,0,2472428,2085476,725688,322498,0,0,366,0,0,0,0,0,0,0,0,24144,827912,285428,1779296,0,1890,416,754,15938,1664754,1231424,1602,2,0,0,1048476,608320,294950,245988,183566,165386,330448,39646,0,0,3198676,164,326,1430,568,1479742,49906,356036,367892,281360,250400,,,,,,,187640,43010.75,3198676,3198676,3186718,19199,104822,72638,772880,2916780,1209600,0,,,,2392455.36,0.0,521982.72,0,0,0,0,0,15216,788156,1603744,477554,27184,4606,320,,0,3198676,,4640,630,118502,397896,203962,1712894,459666,18480,110,0,,,,,,,,,,2512,160,0,0,0,0,0,0,0,0,26434,26534,6086,0,0,83392,14628,4067400,705110,0,0,0,0,3731970,1162.36,1394,550076,558938,269086,116558,249312,285358,254440,243826,374492,14694,0,0
neg,30766,,1164,1036,0,0,0,0,0,0,2950,54766,1397640,639344,40262,8456,1048102,20798,0,0,0,0,1817462,1518140,456912,241144,0,0,1826,0,1398,232,0,0,0,0,0,4340,729328,1386448,23302,0,3112,1340,2060,104206,1514800,517830,70,0,0,0,862862,461536,241772,159978,112488,81544,86204,137034,0,0,2274792,48,60,152,24,1048102,35864,211350,243270,207960,,,,,,,,243120,30766.66,2274792,2274792,2263364,13491,1720,101448,1059420,2143418,1209600,62816,0,74,0,1930706.88,0.0,209525.76,0,0,0,0,0,13052,467014,1162386,473528,23456,3788,194,278,296,2274792,,4828,548,26546,130386,99068,1472402,400412,9120,108,0,1816,578,1881302,7706,0,20548,0,0,1944620,1642,326,0,0,0,0,0,0,0,0,21254,15892,2730,0,0,64706,9998,155840,25656,0,0,0,0,766670,1161.64,1228,226872,498232,371856,185336,356958,232162,127506,60086,80320,4090,0,0
neg,38752,,324,308,0,0,0,0,0,0,16142,382148,1264410,589214,17080,496,1062428,0,0,0,264,518,2124450,1964066,215374,134274,0,0,0,0,1020,260,0,0,0,0,0,12272,413692,1468402,375124,0,1072,238,514,18316,1363458,883394,2498,0,0,0,486412,828786,329196,207656,146438,100976,94864,72904,2252,6,2340316,8,30,274,6,1062428,21834,126126,88846,120980,,,,,,,,91520,38751.93,2340316,2340316,2350290,13766,3954,111474,1127560,2269490,1209600,61452,0,54,0,2087559.36,0.0,180456.96,0,0,0,0,6624,128826,746612,1212010,165122,8622,1638,36,10,14,2340316,,2132,316,8050,119478,178650,1796036,157618,7134,76,0,468,734,1611804,48702,0,298,0,46,2102242,940,158,0,0,0,0,0,0,0,0,10116,29716,5856,0,0,49260,9836,2197580,259580,0,0,0,0,258050,567.04,680,191034,310400,252730,159786,491782,421878,205858,98722,132682,4618,0,0
neg,61820,2,378,216,0,0,0,0,0,0,174888,3394286,2432074,229630,2010,0,2863250,0,128,0,132,232,5761436,5262606,1788776,425660,0,0,0,0,1348,3940,0,0,0,0,0,0,0,521794,5711094,0,5866,1126,1582,2120,18228,6138262,65702,2,0,0,2996030,1520836,572824,313586,239592,218434,179476,150772,36128,5210,7550468,5918,1298,4618,0,2863250,95022,1358378,428814,276080,374260,228840,270240,237000,325760,,,70500,61820.51,7550468,7550468,7463552,21071,920,23308,287080,6234946,1209600,235704,610,106,0,4175472.96,1575185.28,478539.84,398,992,0,0,11410,323026,2814860,2180524,699828,166784,32298,4158,44,52,7550468,0,6926,808,1639014,481914,380630,3244680,475664,3210,42,0,264,5732,3894760,796576,0,60,0,0,4216064,7148,772,0,0,1130,1576254,0,0,0,0,36370,33114,5440,13490036,2048618,288606,38554,569080,65940,7199214,24968,0,0,60820420,2010.6,1932,2096618,1225530,881052,426062,776706,533742,193358,97740,2072,8,0,0
neg,702558,,,,0,0,0,0,0,0,96342,5600658,29172572,10158168,87478,0,22814200,0,0,,192,284,41542634,37984792,5742100,2835384,0,0,0,0,0,0,0,0,0,0,0,294848,13432936,27072076,4315358,0,52412,33956,84722,146102,7631444,36163868,1002646,56,12,0,14677256,9829824,4143400,3277012,2876156,3084674,4545366,2671000,10516,14,47290214,2080,6692,5856,6976,22814200,467818,3004716,2723094,268420,247880,223360,176060,155880,152740,175220,111620,9700,702558.88,47290214,47290214,46828380,305180,12044812,,25940,45115218,1209600,0,,,,40257376.32,0.0,4812839.04,0,0,0,0,2388,1694304,17571256,21811596,3643692,317754,71488,2740,,0,47290214,,40198,7362,3397958,2031814,8249888,29076472,2252968,58558,0,0,,,,,,,,,,25070,684,,,,,,,,,239586,509418,132496,0,0,1519192,247000,52250280,44006454,0,0,0,0,,14019.96,16470,5046980,8715002,6195704,3214272,7116012,5432830,3510438,2015498,3601170,267312,0,0
neg,38,0,36,,0,0,0,0,0,0,16,6970,9710,0,0,0,5172,0,0,0,0,0,12830,9670,8500,472,0,0,0,0,4,62,0,0,0,0,0,0,0,172,16524,0,246,48,36,1322,5808,2478,6758,0,0,0,11086,1532,1244,1124,226,162,1082,240,0,0,21390,0,0,0,0,5172,272,52,8360,,,,,,,,,8120,37.63,21390,21390,32788,0,0,1982,21020,16846,1209600,494,,,,0,0,0,0,34,0,0,0,4764,6896,4070,942,24,0,0,,10,21390,0,7270,28,24,24,1190,2128,4500,1532,0,0,,,,,,,,,,126,156,0,0,0,0,0,0,0,0,278,0,2,0,0,244,64,0,0,11604,10,0,0,0,167.56,68,12520,3028,424,158,234,130,84,118,0,0,0,0
neg,38294,,86,74,0,0,0,0,0,0,188,52650,1734216,677972,13100,0,1010560,0,0,0,0,0,2199462,1902254,348014,255130,0,0,0,0,256,76,0,0,0,0,0,72936,1551274,734194,119722,0,2896,1028,1382,57536,2052524,362742,18,0,0,0,895632,461422,285966,308374,259188,239410,28134,0,0,0,2548036,0,10,1348,4,1010560,29360,181880,165384,157080,171320,,,,,,,14840,38293.19,2548036,2548036,2562306,15625,255334,10044,123500,2478126,1209600,90394,2,80,0,2142381.12,0,332719.68,0,0,0,0,0,3820,388834,1258914,767820,49240,8048,1450,42,46,2548036,,5212,456,96442,213932,82190,1497858,566596,15328,112,0,168,256,541270,243142,0,396,0,36,2158224,1198,1156,0,0,0,0,0,0,0,0,16680,28322,5084,0,0,66582,14516,2487700,1356672,0,0,0,0,37293240,1030.54,1052,353240,470388,345166,156340,263366,194116,180740,184740,305322,24708,0,0
neg,6,,4,2,0,0,0,0,0,0,82,1074,5208,0,0,0,2494,0,248,0,0,0,20644,17128,14426,184,0,0,0,0,8,8,0,0,0,0,0,0,0,1286,5078,0,1266,120,204,336,1044,3394,0,0,0,0,5348,138,106,152,22,20,78,344,140,16,35120,0,2,2,0,2494,200,11174,2928,,,,,,,,,14040,5.64,35120,35120,34490,26,0,3246,34780,6364,1209600,292,0,0,0,1975.68,0.0,3263.04,,,0,0,0,918,3978,1468,0,0,0,0,0,4,35120,,1142,16,30,32,978,3820,346,0,0,0,2,10,1462,124,0,0,0,0,2444,48,100,0,0,0,0,0,0,0,0,242,0,0,448,68,34,12,160,16,0,14,0,0,0,,,4768,1384,62,16,40,22,22,50,0,0,0,0
neg,41490,,206,162,0,0,0,0,0,0,225200,1974530,692760,50156,2850,528,1543610,0,0,0,1260,2326,2634226,2224568,1268802,290500,0,0,0,0,1246,246,0,0,0,0,0,147692,2120328,340090,337914,0,5246,690,1302,2270,28122,2908188,206,0,0,0,797772,781208,191572,149962,134526,138394,171378,507812,73332,68,3905008,604,798,326,0,1543610,42246,961826,305422,403220,365620,408820,,,,,,83920,41489.31,3905008,3905008,3887580,22115,772,21042,268260,2946024,1209600,116776,0,88,0,2655910.08,0,284893.44,0,1784,0,0,11040,537692,1534770,773540,70456,13910,4270,346,118,126,3905008,,8812,1042,34046,128008,114260,1864992,759254,35056,554,0,298,630,2300648,92390,0,147610,0,0,2685228,3556,236,0,0,0,0,0,0,0,0,27206,43816,6804,0,0,66098,9634,908620,100772,0,0,0,0,2459620,2026.8,2414,309830,699150,534952,279366,505158,325640,128498,66284,96986,160,0,0
neg,34622,,168,148,0,0,0,0,0,12458,444658,1271306,237982,1740,0,0,901458,0,0,0,13408,20952,1790842,1595184,440388,163560,0,0,0,0,118,1244,0,0,0,0,0,3886,51086,1521744,391428,0,2072,1842,3032,3870,352788,1604540,0,0,0,0,294158,929966,345058,144504,76332,52168,65454,59404,1100,0,2245170,2910,3304,610,4,901458,23058,284354,153684,260580,,,,,,,,174680,34622.3,2245170,2245170,2244524,9720,3030,100496,1030020,1968144,1209600,54918,4,60,0,1809850.56,0,155706.24,2,522,0,0,143630,1126794,606918,75016,12154,3360,272,0,0,80,2245170,,4006,450,13298,109444,42166,1190672,577106,30816,186,0,86,3072,1425302,746330,0,7118,0,0,1819590,1320,202,0,0,0,0,0,0,0,0,12232,14348,2044,4620736,498850,74202,9340,2301820,237606,2188074,36990,0,0,0,929.62,1034,167646,289234,201584,73046,159730,193196,740398,142680,630,0,0,0
neg,43510,,0,,0,0,0,0,0,0,4204,341450,1775264,592558,29348,976,1188042,0,0,0,0,0,2453426,2141224,456362,265974,0,0,0,0,0,0,0,0,0,0,0,31196,898294,1566712,247598,0,2762,490,852,7056,1517562,1168478,46600,0,0,0,861678,595228,229568,189832,149998,153804,522518,41174,0,0,2910280,170,64,344,0,1188042,32824,262946,191308,154840,236900,,,,,,,58820,43509.8,2910280,2910280,2919278,20012,64222,45752,483780,2743800,1209600,0,,,,2296785.6,0.0,443197.44,0,0,0,0,0,65258,844412,1537888,275502,16080,4446,214,,0,2910280,,5620,566,63002,218330,123954,1383146,924028,24978,176,0,,,,,,,,,,1586,70,0,0,0,0,0,0,0,0,18104,0,0,0,0,0,0,0,0,0,0,0,0,3743480,997.64,1218,458246,449834,293068,136682,263152,220496,198834,178638,527084,17766,0,0
